country,region,education level,gender,age group,household size,crop type,farming experience,land tenure,fertiliser,certified seeds,pest management,phone ownership,internet use,agricultural financing,bank account,mobile account,losses-rain pattern,losses-drought,losses-heatwave,losses-storms,losses-mudslides,farmer organization,service provider awareness,agricultural continuity,land expansion,fertiliser_score,seed_score,pest_score,adoption_score,high_adoption,climate_risk_score,high_climate_risk
Uganda,Eastern Africa,tertiary education,male,55-64,8.0,food crops,10.0,own all the land,yes,yes,yes,yes,yes,yes,yes,yes,1,0,0,0,0,no,yes,yes,increase,1,1,1,3,1,1,0
Uganda,Eastern Africa,primary,male,35-44,5.0,food crops,1.0,own part of the land and rent the rest,no,yes,yes,yes,no,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,male,25-34,11.0,food crops,5.0,own all the land,no,yes,yes,no,no,no,no,yes,1,0,1,0,0,yes,no,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,25-34,5.0,food crops,1.0,own part of the land and rent the rest,yes,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,1,1,1,3,1,2,0
Uganda,Eastern Africa,tertiary education,male,35-44,5.0,food crops,5.0,own all the land,yes,yes,yes,yes,yes,no,no,yes,1,1,1,0,0,yes,yes,yes,increase,1,1,1,3,1,3,1
Uganda,Eastern Africa,secondary,male,35-44,6.0,food crops,10.0,own part of the land and rent the rest,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,35-44,4.0,food crops,3.0,rent all the land,no,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,5.0,food crops,2.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,male,35-44,10.0,food crops,5.0,own all the land,no,yes,yes,no,no,no,no,yes,1,0,1,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,secondary,male,35-44,7.0,food crops,5.0,own all the land,no,yes,no,yes,yes,yes,yes,yes,1,0,1,0,0,yes,no,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,25-34,3.0,food crops,4.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,1,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,14.0,food crops,5.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,1,0,0,no,no,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,female,55-64,11.0,food crops,10.0,own part of the land and rent the rest,no,yes,no,yes,no,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,35-44,6.0,food crops,1.0,own all the land,no,yes,no,yes,no,yes,yes,yes,0,1,0,0,0,no,no,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,tertiary education,female,45-54,9.0,food crops,5.0,rent all the land,no,yes,yes,yes,no,no,no,no,0,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,female,55-64,15.0,food crops,10.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,55-64,14.0,food crops,10.0,own all the land,no,yes,no,yes,yes,yes,no,yes,1,1,0,0,0,yes,no,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,6.0,food crops,10.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,65 or older,6.0,food crops,1.0,rent all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,no,no,yes,increase,1,1,1,3,1,1,0
Uganda,Eastern Africa,primary,male,35-44,9.0,food crops,2.0,rent all the land,no,yes,no,yes,no,no,no,yes,1,1,1,0,0,yes,yes,yes,increase,0,1,0,1,0,3,1
Uganda,Eastern Africa,no education,male,35-44,8.0,food crops,1.0,rent all the land,no,yes,no,no,no,no,no,no,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,secondary,male,35-44,6.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,55-64,8.0,food crops,3.0,own all the land,yes,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,1,1,1,3,1,2,0
Uganda,Eastern Africa,secondary,male,35-44,7.0,food crops,3.0,own part of the land and rent the rest,yes,yes,no,yes,no,no,no,yes,1,1,1,0,0,yes,yes,yes,increase,1,1,0,2,1,3,1
Uganda,Eastern Africa,tertiary education,male,65 or older,9.0,food crops,1.0,own all the land,no,yes,yes,yes,no,yes,yes,yes,0,0,0,0,0,no,no,yes,increase,0,1,1,2,1,0,0
Uganda,Eastern Africa,primary,male,25-34,6.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,18-24,2.0,food crops,3.0,own all the land,no,yes,no,yes,no,no,no,no,1,0,1,0,0,no,no,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,45-54,7.0,food crops,10.0,own all the land,no,yes,no,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,35-44,5.0,food crops,1.0,own all the land,no,yes,no,yes,no,no,no,no,1,0,0,0,0,no,no,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,no education,male,65 or older,6.0,food crops,1.0,rent all the land,no,yes,yes,yes,no,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,secondary,male,25-34,5.0,food crops,10.0,own all the land,no,yes,no,yes,yes,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,secondary,female,25-34,3.0,food crops,2.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,35-44,6.0,food crops,5.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,65 or older,4.0,food crops,10.0,own all the land,yes,yes,yes,yes,no,no,no,yes,1,0,1,0,0,yes,yes,yes,increase,1,1,1,3,1,2,0
Uganda,Eastern Africa,no education,female,35-44,10.0,food crops,1.0,own all the land,no,no,no,no,no,no,no,no,1,0,0,0,0,no,no,yes,increase,0,0,0,0,0,1,0
Uganda,Eastern Africa,secondary,male,35-44,5.0,food crops,3.0,own part of the land and rent the rest,no,no,yes,yes,yes,yes,yes,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,secondary,male,35-44,8.0,food crops,5.0,own all the land,no,yes,yes,yes,yes,no,no,yes,1,0,1,0,0,yes,no,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,secondary,male,55-64,9.0,food crops,4.0,own part of the land and rent the rest,no,yes,yes,yes,no,no,no,yes,1,0,1,0,0,yes,no,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,45-54,14.0,food crops,5.0,own part of the land and rent the rest,no,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,yes,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,secondary,male,35-44,9.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,secondary,female,45-54,8.0,food crops,2.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,45-54,12.0,food crops,10.0,own all the land,no,yes,no,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,secondary,male,55-64,8.0,food crops,5.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,1,0,0,yes,no,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,no education,female,45-54,12.0,food crops,5.0,own all the land,no,yes,no,no,no,no,no,no,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,no education,male,45-54,6.0,food crops,5.0,own all the land,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,primary,male,35-44,7.0,food crops,4.0,rent all the land,no,yes,no,yes,no,no,no,no,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,secondary,male,35-44,5.0,food crops,10.0,own all the land,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,secondary,male,45-54,10.0,food crops,10.0,own part of the land and rent the rest,no,yes,yes,yes,no,yes,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,45-54,,food crops,5.0,own all the land,no,yes,yes,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,0,1,1,2,1,0,0
Uganda,Eastern Africa,primary,male,45-54,8.0,food crops,10.0,own part of the land and rent the rest,no,yes,yes,yes,yes,yes,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,no education,female,65 or older,6.0,food crops,10.0,own all the land,no,no,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,primary,female,45-54,15.0,food crops,10.0,own part of the land and rent the rest,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,45-54,14.0,food crops,4.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,no,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,45-54,8.0,food crops,3.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,tertiary education,male,65 or older,14.0,food crops,5.0,own all the land,no,no,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,secondary,male,25-34,6.0,food crops,3.0,rent all the land,yes,yes,yes,yes,no,yes,yes,yes,1,1,0,0,0,yes,yes,yes,increase,1,1,1,3,1,2,0
Uganda,Eastern Africa,primary,male,35-44,8.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,1,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,26.0,food crops,1.0,rent all the land,yes,yes,no,yes,no,no,no,no,1,1,0,0,0,yes,yes,yes,increase,1,1,0,2,1,2,0
Uganda,Eastern Africa,primary,male,45-54,4.0,food crops,4.0,own all the land,yes,yes,yes,yes,no,no,yes,yes,1,1,0,0,0,yes,yes,yes,increase,1,1,1,3,1,2,0
Uganda,Eastern Africa,no education,male,45-54,8.0,food crops,5.0,own all the land,no,yes,no,no,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,tertiary education,female,55-64,8.0,food crops,1.0,rent all the land,no,yes,yes,yes,no,no,yes,no,0,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,secondary,female,45-54,5.0,food crops,2.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,tertiary education,male,45-54,6.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,yes,yes,1,1,0,0,0,no,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,4.0,food crops,1.0,rent all the land,yes,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,1,1,0,2,1,2,0
Uganda,Eastern Africa,primary,male,65 or older,10.0,food crops,5.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,no education,female,65 or older,10.0,food crops,1.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,secondary,male,65 or older,5.0,food crops,1.0,own part of the land and rent the rest,no,yes,yes,yes,no,no,no,no,1,0,0,0,0,no,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,secondary,female,65 or older,8.0,food crops,5.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,45-54,8.0,food crops,10.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,secondary,male,25-34,4.0,food crops,10.0,own all the land,no,yes,no,yes,yes,yes,yes,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,55-64,3.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,yes,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,55-64,10.0,food crops,2.0,rent all the land,no,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,45-54,12.0,food crops,5.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,25-34,7.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,7.0,food crops,2.0,rent all the land,no,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,55-64,10.0,food crops,1.0,rent all the land,yes,yes,yes,yes,no,yes,yes,yes,1,0,0,0,0,no,no,yes,increase,1,1,1,3,1,1,0
Uganda,Eastern Africa,secondary,male,25-34,5.0,food crops,5.0,own all the land,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,primary,male,35-44,7.0,food crops,5.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,female,35-44,10.0,food crops,5.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,5.0,food crops,1.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,no education,male,65 or older,6.0,food crops,10.0,own all the land,no,no,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,secondary,male,25-34,6.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,tertiary education,male,35-44,7.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,secondary,female,55-64,8.0,food crops,10.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,65 or older,4.0,food crops,2.0,own all the land,no,no,yes,yes,no,no,no,yes,1,1,0,0,0,no,yes,yes,increase,0,0,1,1,0,2,0
Uganda,Eastern Africa,primary,male,25-34,5.0,food crops,5.0,own part of the land and rent the rest,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,tertiary education,male,45-54,5.0,food crops,1.0,own all the land,no,yes,no,yes,no,yes,yes,yes,1,0,0,0,0,no,no,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,35-44,8.0,food crops,1.0,own part of the land and rent the rest,no,yes,no,no,no,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,secondary,male,35-44,5.0,food crops,5.0,own all the land,yes,yes,yes,yes,no,no,no,no,1,0,1,0,0,no,yes,yes,increase,1,1,1,3,1,2,0
Uganda,Eastern Africa,primary,male,65 or older,10.0,food crops,1.0,rent all the land,no,yes,yes,yes,no,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,male,35-44,7.0,food crops,10.0,own part of the land and rent the rest,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,primary,female,18-24,16.0,food crops,1.0,own all the land,no,no,no,yes,no,yes,no,yes,1,0,0,0,0,no,no,yes,increase,0,0,0,0,0,1,0
Uganda,Eastern Africa,no education,female,55-64,6.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,no,1,0,1,0,0,no,no,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,secondary,male,45-54,5.0,food crops,5.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,no,no,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,25-34,6.0,food crops,5.0,own all the land,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,primary,female,55-64,12.0,food crops,10.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,25-34,8.0,food crops,2.0,own part of the land and rent the rest,no,yes,no,yes,no,yes,no,yes,1,1,1,0,0,yes,no,yes,increase,0,1,0,1,0,3,1
Uganda,Eastern Africa,primary,male,65 or older,15.0,food crops,5.0,own all the land,no,no,no,yes,no,yes,yes,yes,1,0,0,0,0,no,yes,yes,increase,0,0,0,0,0,1,0
Uganda,Eastern Africa,primary,female,65 or older,11.0,food crops,4.0,own all the land,no,yes,no,yes,yes,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,35-44,12.0,food crops,10.0,own all the land,yes,yes,yes,yes,yes,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,1,1,1,3,1,1,0
Uganda,Eastern Africa,primary,female,55-64,9.0,food crops,10.0,own all the land,no,yes,no,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,45-54,3.0,food crops,5.0,rent all the land,no,yes,yes,yes,no,yes,yes,yes,0,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,female,45-54,4.0,food crops,1.0,rent all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,tertiary education,male,65 or older,11.0,food crops,1.0,own all the land,no,yes,yes,yes,no,no,yes,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,no education,male,55-64,2.0,food crops,2.0,rent all the land,no,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,secondary,male,35-44,8.0,food crops,3.0,own part of the land and rent the rest,yes,yes,yes,yes,no,no,yes,yes,1,0,0,0,0,yes,yes,no,increase,1,1,1,3,1,1,0
Uganda,Eastern Africa,no education,female,45-54,8.0,food crops,5.0,own part of the land and rent the rest,no,yes,yes,no,no,no,no,no,1,1,0,0,0,no,no,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,primary,male,25-34,5.0,food crops,1.0,own all the land,no,no,yes,yes,no,no,i dont know,yes,1,0,0,0,0,no,yes,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,primary,male,65 or older,13.0,food crops,1.0,own part of the land and rent the rest,no,yes,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,female,45-54,11.0,food crops,2.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,55-64,7.0,food crops,10.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,no education,male,55-64,4.0,food crops,1.0,own all the land,no,yes,no,no,no,no,no,no,1,0,0,0,0,yes,no,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,35-44,12.0,food crops,3.0,rent all the land,no,yes,no,no,no,no,no,no,1,1,0,0,0,yes,yes,no,remain constant,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,45-54,5.0,food crops,5.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,secondary,female,35-44,7.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,yes,yes,0,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,0,0
Uganda,Eastern Africa,primary,male,35-44,9.0,food crops,1.0,own all the land,no,no,no,no,no,no,no,no,1,0,0,0,0,no,no,yes,increase,0,0,0,0,0,1,0
Uganda,Eastern Africa,secondary,female,25-34,5.0,food crops,10.0,own all the land,no,yes,no,yes,no,no,no,yes,0,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,tertiary education,male,35-44,7.0,food crops,10.0,own all the land,no,no,no,yes,no,no,no,yes,0,0,0,0,0,no,yes,yes,increase,0,0,0,0,0,0,0
Uganda,Eastern Africa,secondary,male,45-54,10.0,food crops,10.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,1,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,no education,male,55-64,2.0,food crops,5.0,own all the land,no,yes,no,no,no,no,no,no,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,no education,male,55-64,5.0,food crops,10.0,own all the land,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,primary,female,25-34,6.0,food crops,1.0,own all the land,no,no,no,yes,yes,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,0,0,0,0,1,0
Uganda,Eastern Africa,primary,male,55-64,10.0,food crops,10.0,own all the land,no,yes,no,yes,no,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,secondary,female,45-54,4.0,food crops,5.0,rent all the land,no,yes,yes,yes,no,no,yes,no,0,1,0,0,0,yes,no,yes,increase,0,1,1,2,1,1,0
Uganda,Eastern Africa,primary,male,25-34,4.0,food crops,2.0,own all the land,no,yes,no,yes,no,no,no,no,1,1,1,0,0,yes,yes,yes,increase,0,1,0,1,0,3,1
Uganda,Eastern Africa,no education,female,65 or older,4.0,food crops,5.0,own all the land,no,no,no,yes,no,no,no,no,0,0,0,0,0,no,no,yes,increase,0,0,0,0,0,0,0
Uganda,Eastern Africa,no education,male,65 or older,4.0,food crops,5.0,own all the land,no,no,yes,yes,no,no,no,yes,1,0,0,0,0,yes,no,yes,increase,0,0,1,1,0,1,0
Uganda,Eastern Africa,no education,male,55-64,3.0,food crops,1.0,own all the land,no,no,yes,yes,no,no,no,yes,1,1,0,0,0,no,no,yes,increase,0,0,1,1,0,2,0
Uganda,Eastern Africa,primary,male,25-34,3.0,food crops,3.0,rent all the land,yes,yes,yes,yes,no,no,no,yes,1,1,1,0,0,no,yes,yes,increase,1,1,1,3,1,3,1
Uganda,Eastern Africa,secondary,male,25-34,4.0,food crops,4.0,rent all the land,no,yes,no,no,no,no,no,yes,1,1,0,0,0,yes,yes,no,decrease,0,1,0,1,0,2,0
Uganda,Eastern Africa,secondary,female,25-34,6.0,food crops,4.0,rent all the land,no,yes,no,yes,no,yes,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,25-34,7.0,food crops,10.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,35-44,10.0,food crops,5.0,own part of the land and rent the rest,no,yes,yes,yes,no,no,no,yes,1,0,1,0,0,no,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,secondary,male,25-34,6.0,food crops,5.0,own part of the land and rent the rest,no,yes,no,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,female,25-34,10.0,food crops,10.0,own all the land,no,yes,no,yes,no,yes,yes,yes,1,0,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,no education,female,45-54,9.0,food crops,5.0,own all the land,no,yes,no,yes,no,yes,no,yes,0,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,primary,male,35-44,8.0,food crops,3.0,own all the land,no,no,yes,yes,yes,yes,yes,yes,1,1,0,0,0,no,yes,yes,increase,0,0,1,1,0,2,0
Uganda,Eastern Africa,secondary,male,35-44,4.0,food crops,10.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,1,0,0,yes,yes,yes,increase,0,1,1,2,1,2,0
Uganda,Eastern Africa,secondary,male,25-34,6.0,food crops,10.0,own all the land,no,yes,no,yes,no,no,no,no,1,0,0,0,0,no,yes,yes,increase,0,1,0,1,0,1,0
Uganda,Eastern Africa,no education,male,55-64,16.0,food crops,3.0,rent all the land,no,yes,no,yes,no,no,no,yes,1,1,0,0,0,yes,yes,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,primary,male,25-34,4.0,food crops,1.0,own all the land,no,no,no,yes,no,no,no,yes,1,0,0,0,0,no,no,yes,increase,0,0,0,0,0,1,0
Uganda,Eastern Africa,secondary,male,45-54,8.0,food crops,5.0,own all the land,no,yes,no,yes,no,no,no,yes,1,0,1,0,0,no,no,yes,increase,0,1,0,1,0,2,0
Uganda,Eastern Africa,secondary,female,65 or older,9.0,food crops,1.0,own all the land,no,yes,yes,yes,no,no,no,yes,1,0,0,0,0,no,yes,yes,increase,0,1,1,2,1,1,0
