country,region,education level,gender,age group,household size,crop type,farm size (acres),farming experience,land tenure,fertiliser,certified seeds,pest management,phone ownership,internet use,agricultural financing,bank account,mobile account,losses-rain pattern,losses-drought,losses-heatwave,losses-storms,losses-mudslides,farmer organization,service provider awareness,agricultural continuity,land expansion
Tanzania,Eastern Africa,secondary,male,25-34,5,cash crops,,1 year,own all the land,,,,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,3,cash crops,,5-10 years,,,,,yes,no,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,no education,male,35-44,4,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,4,cash crops,,>10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,2,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,5,cash crops,,5-10 years,own all the land,,,,yes,yes,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,4,cash crops,,>10 years,own all the land,,,,yes,no,no,no,no,,,,,,yes,no,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,4,cash crops,,>10 years,own all the land,,,,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,55-64,4,cash crops,,5 years,own all the land,,,,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,6,cash crops,,1 year,own all the land,,,,yes,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,2,cash crops,,5-10 years,own all the land,,,,yes,no,no,no,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,3,cash crops,,>10 years,own all the land,,,,yes,yes,yes,yes,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,female,55-64,4,cash crops,,>10 years,own all the land,,,,no,no,no,no,no,,,,,,yes,no,yes,increase
Tanzania,Eastern Africa,tertiary education,male,25-34,1,cash crops,,3 years,own all the land,,,,yes,no,no,no,no,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,3,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,female,35-44,3,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,4,cash crops,,1 year,own all the land,,,,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,tertiary education,male,45-54,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,25-34,3,cash crops,,>10 years,own all the land,,,,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,4,cash crops,,>10 years,own all the land,,,,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,4,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,55-64,3,cash crops,,5 years,own all the land,,,,no,no,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,female,45-54,2,cash crops,,>10 years,own all the land,,,,yes,no,no,no,no,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,female,45-54,3,cash crops,,,own all the land,,,,yes,no,no,no,yes,,,,,,no,no,yes,remain constant
Tanzania,Eastern Africa,secondary,male,35-44,3,cash crops,,5-10 years,own all the land,,,,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,1,cash crops,,3 years,own all the land,,,,yes,no,no,no,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,4,cash crops,,>10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,4,cash crops,,1 year,own all the land,,,,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,2,cash crops,,,own all the land,,,,yes,no,no,no,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,female,55-64,5,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,no education,male,65 or older,2,cash crops,,>10 years,own all the land,,,,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,7,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,5,cash crops,,3 years,own all the land,,,,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,3,cash crops,,1 year,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,5,cash crops,,>10 years,own all the land,,,,yes,no,yes,yes,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,7,cash crops,,,own all the land,,,,yes,no,no,no,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,no education,male,65 or older,6,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,6,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,6,cash crops,,5-10 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,25-34,1,cash crops,,5 years,own part of the land and rent the rest,,,,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,6,cash crops,,1 year,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,female,35-44,2,cash crops,,5 years,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,female,45-54,5,cash crops,,>10 years,own all the land,,,,yes,no,yes,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,5,cash crops,,5-10 years,own all the land,,,,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,no education,female,35-44,3,cash crops,,3 years,own all the land,,,,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,increase
Tanzania,Eastern Africa,primary,male,25-34,3,cash crops,,5 years,own all the land,,,,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,25-34,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,no,yes,no,yes,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,5,cash crops,,>10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,no education,male,45-54,3,cash crops,,1 year,own all the land,,,,no,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,4,cash crops,,>10 years,own part of the land and rent the rest,,,,yes,yes,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,3,cash crops,,4 years,own all the land,,,,no,no,no,no,no,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,male,65 or older,7,cash crops,,>10 years,own all the land,,,,yes,no,no,no,no,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,2,cash crops,,>10 years,own all the land,,,,no,,yes,yes,no,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,5,cash crops,,4 years,own all the land,,,,no,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,4,cash crops,,>10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,,,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,6,cash crops,,,own all the land,,,,yes,no,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,5,cash crops,,>10 years,own all the land,,,,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,increase
Tanzania,Eastern Africa,tertiary education,male,65 or older,6,cash crops,,>10 years,own all the land,,,,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,increase
Tanzania,Eastern Africa,secondary,male,65 or older,4,cash crops,,3 years,own all the land,,,,yes,yes,no,yes,yes,yes,no,no,no,no,no,,yes,increase
Tanzania,Eastern Africa,primary,female,35-44,3,cash crops,,3 years,own all the land,,,,yes,no,no,no,no,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,male,25-34,3,cash crops,,5 years,own all the land,,,,yes,no,yes,yes,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,3,cash crops,,>10 years,own part of the land and rent the rest,,,,yes,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,female,45-54,4,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,25-34,3,cash crops,,5-10 years,own all the land,,,,no,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,5,cash crops,,5 years,own all the land,,,,yes,no,no,no,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,2,cash crops,,5-10 years,own all the land,,,,no,no,no,yes,no,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,5,cash crops,,5 years,own all the land,,,,yes,yes,no,no,yes,yes,no,no,no,no,no,,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,2,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,,yes,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,6,cash crops,,5-10 years,own all the land,,,,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,4,cash crops,,5-10 years,own all the land,,,,no,no,no,yes,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,4,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,45-54,3,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,3,cash crops,,5-10 years,own all the land,,,,yes,no,yes,yes,yes,,,,,,yes,yes,yes,remain constant
Tanzania,Eastern Africa,primary,male,25-34,4,cash crops,,4 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,25-34,3,cash crops,,3 years,own part of the land and rent the rest,,,,yes,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,6,cash crops,,5-10 years,own all the land,,,,no,no,no,no,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,3,cash crops,,>10 years,own all the land,,,,no,no,no,no,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,2,cash crops,,3 years,own all the land,,,,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,3,cash crops,,5 years,own all the land,,,,no,no,no,no,no,,,,,,no,,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,2,cash crops,,5-10 years,own all the land,,,,no,no,no,no,no,,,,,,no,,no,increase
Tanzania,Eastern Africa,secondary,male,55-64,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,4,cash crops,,>10 years,,,,,yes,no,no,no,yes,,,,,,no,no,yes,
Tanzania,Eastern Africa,primary,male,65 or older,2,cash crops,,5 years,own all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,no,,yes,increase
Tanzania,Eastern Africa,secondary,male,45-54,2,cash crops,,>10 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,female,55-64,4,cash crops,,>10 years,own all the land,,,,no,no,no,no,yes,,,,,,yes,,yes,remain constant
Tanzania,Eastern Africa,primary,female,55-64,5,cash crops,,,own all the land,,,,yes,no,no,no,yes,,,,,,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,female,65 or older,2,cash crops,,>10 years,own all the land,,,,no,no,no,no,no,,,,,,no,yes,yes,remain constant
Tanzania,Eastern Africa,secondary,male,35-44,2,cash crops,,5 years,own part of the land and rent the rest,,,,yes,no,no,yes,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,male,65 or older,2,cash crops,,5-10 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,female,25-34,6,cash crops,,>10 years,own all the land,,,,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,increase
Tanzania,Eastern Africa,primary,female,45-54,3,cash crops,,4 years,own all the land,,,,no,no,no,no,no,,,,,,no,,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,4,cash crops,,5-10 years,own all the land,,,,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,increase
Tanzania,Eastern Africa,primary,male,,3,cash crops,,5-10 years,own all the land,,,,no,no,no,yes,yes,,,,,,no,no,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,4,cash crops,,4 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,secondary,male,45-54,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,secondary,male,55-64,5,cash crops,,4 years,own all the land,,,,yes,yes,no,yes,yes,yes,no,no,no,no,no,,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,4,cash crops,,5-10 years,own all the land,,,,no,no,no,no,no,yes,no,no,no,no,no,,yes,increase
Tanzania,Eastern Africa,primary,male,35-44,7,cash crops,,>10 years,own all the land,,,,yes,yes,no,yes,yes,,,,,,no,no,yes,increase
Tanzania,Eastern Africa,primary,male,45-54,5,cash crops,,,own all the land,,,,yes,no,no,no,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,primary,male,25-34,3,cash crops,,4 years,own all the land,,,,no,no,no,no,no,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,6,cash crops,,5-10 years,own all the land,,,,yes,no,,yes,yes,yes,no,no,no,no,no,,yes,increase
Tanzania,Eastern Africa,tertiary education,male,45-54,5,cash crops,,4 years,own all the land,,,,yes,yes,no,yes,yes,,,,,,no,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,55-64,2,cash crops,,>10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,yes,no,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,2,cash crops,,>10 years,own all the land,,,,yes,no,yes,yes,yes,,,,,,,yes,yes,increase
Tanzania,Eastern Africa,secondary,male,45-54,3,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,yes,,,,,,yes,,yes,increase
Tanzania,Eastern Africa,secondary,male,35-44,4,cash crops,,3 years,own all the land,,,,yes,no,no,no,yes,,,,,,no,,yes,increase
Tanzania,Eastern Africa,primary,male,55-64,1,cash crops,,5-10 years,own all the land,,,,yes,no,no,yes,no,,,,,,no,no,yes,increase
Nigeria,Western Africa,no education,female,,6,food crops,,3 years,rent all the land,,,,yes,no,no,yes,no,yes,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,4,food crops,,4 years,rent all the land,,,,yes,yes,no,yes,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,2,food crops,,5 years,own all the land,,,,yes,no,no,yes,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,2,food crops,,5-10 years,own all the land,,,,yes,yes,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,primary,female,,5,food crops,,1 year,own all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,male,,6,food crops,,5-10 years,own all the land,,,,yes,yes,no,yes,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,female,,4,food crops,,1 year,rent all the land,,,,yes,no,no,yes,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,4,food crops,,5-10 years,own all the land,,,,no,yes,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,no education,female,,8,food crops,,3 years,own all the land,,,,yes,no,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,primary,male,,3,food crops,,5 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,6,food crops,,2 years,own all the land,,,,yes,no,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,2,food crops,,5-10 years,rent all the land,,,,yes,yes,no,no,yes,yes,yes,no,no,no,,yes,yes,
Nigeria,Western Africa,secondary,male,,2,food crops,,5 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,male,,4,food crops,,2 years,,,,,yes,no,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,primary,female,,2,food crops,,3 years,rent all the land,,,,yes,no,no,yes,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,female,,2,food crops,,4 years,own part of the land and rent the rest,,,,yes,no,yes,yes,yes,yes,yes,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,5,food crops,,5 years,own all the land,,,,yes,no,no,no,no,yes,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,1,food crops,,5-10 years,own all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,1,food crops,,5 years,rent all the land,,,,yes,yes,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,4,food crops,,5 years,rent all the land,,,,yes,yes,no,yes,no,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,3,food crops,,4 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,2,food crops,,5 years,own all the land,,,,yes,no,no,no,no,no,yes,no,no,no,,yes,no,increase
Nigeria,Western Africa,tertiary education,female,,4,food crops,,2 years,own all the land,,,,yes,yes,yes,yes,yes,,,,,,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,1,food crops,,3 years,own part of the land and rent the rest,,,,no,no,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,2,food crops,,2 years,rent all the land,,,,yes,yes,yes,yes,yes,,,,,,,yes,yes,increase
Nigeria,Western Africa,secondary,female,,6,food crops,,5 years,own all the land,,,,yes,yes,yes,yes,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,5,food crops,,4 years,rent all the land,,,,yes,yes,no,yes,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,5,food crops,,1 year,own all the land,,,,yes,yes,no,no,no,,,,,,,no,yes,increase
Nigeria,Western Africa,tertiary education,female,,2,food crops,,5-10 years,own all the land,,,,yes,yes,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,2,food crops,,4 years,rent all the land,,,,yes,no,no,yes,no,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,female,,2,food crops,,1 year,rent all the land,,,,yes,no,yes,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,,food crops,,5-10 years,own all the land,,,,yes,no,no,no,no,yes,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,4,food crops,,2 years,rent all the land,,,,yes,no,no,yes,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,4,food crops,,2 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,2,food crops,,4 years,rent all the land,,,,yes,yes,no,yes,yes,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,male,,10,food crops,,2 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,1,food crops,,5 years,rent all the land,,,,yes,yes,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,7,food crops,,3 years,rent all the land,,,,yes,yes,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,2,food crops,,5 years,rent all the land,,,,yes,yes,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,4,food crops,,5 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,female,,5,food crops,,1 year,rent all the land,,,,yes,no,yes,yes,yes,,,,,,,yes,no,decrease
Nigeria,Western Africa,secondary,male,,2,food crops,,4 years,own part of the land and rent the rest,,,,yes,no,no,no,no,yes,no,no,no,no,,yes,,increase
Nigeria,Western Africa,no education,male,,,food crops,,2 years,rent all the land,,,,yes,no,no,yes,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,3,food crops,,1 year,rent all the land,,,,yes,no,no,yes,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,4,food crops,,5 years,rent all the land,,,,yes,yes,no,no,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,2,food crops,,5-10 years,own all the land,,,,yes,yes,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,6,food crops,,5-10 years,own all the land,,,,yes,yes,,yes,no,yes,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,2,food crops,,4 years,own all the land,,,,yes,no,no,yes,yes,,,,,,,yes,,increase
Nigeria,Western Africa,primary,female,,7,food crops,,1 year,rent all the land,,,,yes,no,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,primary,female,,10,food crops,,3 years,rent all the land,,,,yes,no,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,primary,female,,2,food crops,,3 years,rent all the land,,,,yes,yes,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,2,food crops,,5 years,rent all the land,,,,yes,no,no,no,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,10,food crops,,5-10 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,3,food crops,,2 years,rent all the land,,,,yes,no,yes,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,2,food crops,,4 years,own all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,female,,5,food crops,,5-10 years,rent all the land,,,,yes,no,yes,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,female,,6,food crops,,1 year,rent all the land,,,,yes,no,no,yes,yes,yes,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,female,,2,food crops,,1 year,own all the land,,,,yes,yes,no,yes,no,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,3,food crops,,5-10 years,rent all the land,,,,yes,yes,yes,no,no,yes,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,3,food crops,,5 years,own all the land,,,,yes,yes,no,yes,no,no,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,male,,4,food crops,,2 years,own all the land,,,,yes,no,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,4,food crops,,1 year,own all the land,,,,yes,no,no,yes,no,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,6,food crops,,4 years,own all the land,,,,yes,yes,no,yes,no,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,primary,female,,3,food crops,,5 years,own all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,5,food crops,,4 years,own all the land,,,,yes,no,yes,no,no,yes,yes,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,3,food crops,,2 years,rent all the land,,,,yes,yes,,,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,3,food crops,,5 years,rent all the land,,,,no,yes,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,1,food crops,,4 years,rent all the land,,,,yes,yes,no,no,yes,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,5,food crops,,4 years,rent all the land,,,,yes,no,no,no,no,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,primary,male,,2,food crops,,3 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,5,food crops,,3 years,rent all the land,,,,yes,no,no,yes,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,tertiary education,female,,4,food crops,,4 years,rent all the land,,,,yes,no,no,no,no,yes,no,no,no,no,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,7,food crops,,3 years,rent all the land,,,,yes,no,no,yes,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,1,food crops,,1 year,rent all the land,,,,yes,no,no,yes,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,tertiary education,male,,2,food crops,,,rent all the land,,,,yes,no,,yes,no,,,,,,,yes,no,
Nigeria,Western Africa,secondary,male,,6,food crops,,5 years,own all the land,,,,yes,no,no,yes,no,no,no,yes,no,no,,yes,yes,increase
Nigeria,Western Africa,no education,male,,8,food crops,,2 years,own all the land,,,,yes,no,no,no,no,,,,,,,yes,yes,increase
Nigeria,Western Africa,secondary,male,,2,food crops,,1 year,,,,,yes,no,no,no,no,,,,,,,no,yes,increase
Nigeria,Western Africa,tertiary education,female,,3,food crops,,5-10 years,own all the land,,,,yes,no,no,no,no,,,,,,,yes,yes,increase
